id,full_name,first_name,last_name,first_origin,last_origin,first_source_rank,last_source_rank,pair_type,label,rotation
full-07273,Zhigang Gong,Zhigang,Gong,C,C,75,73,C_C,0,
full-07274,Zhigang Xue,Zhigang,Xue,C,C,75,74,C_C,0,
full-07275,Zhigang Qi,Zhigang,Qi,C,C,75,75,C_C,0,
full-07276,Zhigang Lei,Zhigang,Lei,C,C,75,76,C_C,0,
full-07277,Zhigang Duan,Zhigang,Duan,C,C,75,77,C_C,0,
full-07278,Zhigang Xiang,Zhigang,Xiang,C,C,75,78,C_C,0,
full-07279,Zhigang Long,Zhigang,Long,C,C,75,79,C_C,0,
full-07280,Zhigang Mao,Zhigang,Mao,C,C,75,80,C_C,0,
full-07281,Zhigang Tao,Zhigang,Tao,C,C,75,81,C_C,0,
full-07282,Zhigang Shao,Zhigang,Shao,C,C,75,82,C_C,0,
full-07283,Zhigang Hao,Zhigang,Hao,C,C,75,83,C_C,0,
full-07284,Zhigang Lai,Zhigang,Lai,C,C,75,84,C_C,0,
full-07285,Zhigang Guan,Zhigang,Guan,C,C,75,85,C_C,0,
full-07286,Zhigang Wan,Zhigang,Wan,C,C,75,86,C_C,0,
full-07287,Zhigang Qian,Zhigang,Qian,C,C,75,87,C_C,0,
full-07288,Zhigang Hong,Zhigang,Hong,C,C,75,88,C_C,0,
full-07289,Zhigang Qu,Zhigang,Qu,C,C,75,89,C_C,0,
full-07290,Zhigang Mo,Zhigang,Mo,C,C,75,90,C_C,0,
full-07291,Zhigang Kong,Zhigang,Kong,C,C,75,91,C_C,0,
full-07292,Zhigang Lan,Zhigang,Lan,C,C,75,92,C_C,0,
full-07293,Zhigang Kang,Zhigang,Kang,C,C,75,93,C_C,0,
full-07294,Zhigang Chang,Zhigang,Chang,C,C,75,94,C_C,0,
full-07295,Zhigang Bao,Zhigang,Bao,C,C,75,95,C_C,0,
full-07296,Zhigang Ge,Zhigang,Ge,C,C,75,96,C_C,0,
full-07297,Zhigang Yi,Zhigang,Yi,C,C,75,97,C_C,0,
full-07298,Zhigang Niu,Zhigang,Niu,C,C,75,98,C_C,0,
full-07299,Zhigang Xing,Zhigang,Xing,C,C,75,99,C_C,0,
full-07300,Zhigang Zhan,Zhigang,Zhan,C,C,75,100,C_C,0,
full-07301,Xiaoying Wang,Xiaoying,Wang,C,C,76,1,C_C,0,
full-07302,Xiaoying Li,Xiaoying,Li,C,C,76,2,C_C,0,
full-07303,Xiaoying Zhang,Xiaoying,Zhang,C,C,76,3,C_C,0,
full-07304,Xiaoying Liu,Xiaoying,Liu,C,C,76,4,C_C,0,
full-07305,Xiaoying Chen,Xiaoying,Chen,C,C,76,5,C_C,0,
full-07306,Xiaoying Yang,Xiaoying,Yang,C,C,76,6,C_C,0,
full-07307,Xiaoying Huang,Xiaoying,Huang,C,C,76,7,C_C,0,
full-07308,Xiaoying Wu,Xiaoying,Wu,C,C,76,8,C_C,0,
full-07309,Xiaoying Xu,Xiaoying,Xu,C,C,76,9,C_C,0,
full-07310,Xiaoying Zhao,Xiaoying,Zhao,C,C,76,10,C_C,0,
full-07311,Xiaoying Zhou,Xiaoying,Zhou,C,C,76,11,C_C,0,
full-07312,Xiaoying Lu,Xiaoying,Lu,C,C,76,12,C_C,0,
full-07313,Xiaoying Zhu,Xiaoying,Zhu,C,C,76,13,C_C,0,
full-07314,Xiaoying Sun,Xiaoying,Sun,C,C,76,14,C_C,0,
full-07315,Xiaoying He,Xiaoying,He,C,C,76,15,C_C,0,
full-07316,Xiaoying Ma,Xiaoying,Ma,C,C,76,16,C_C,0,
full-07317,Xiaoying Yu,Xiaoying,Yu,C,C,76,17,C_C,0,
full-07318,Xiaoying Hu,Xiaoying,Hu,C,C,76,18,C_C,0,
full-07319,Xiaoying Lin,Xiaoying,Lin,C,C,76,19,C_C,0,
full-07320,Xiaoying Jiang,Xiaoying,Jiang,C,C,76,20,C_C,0,
full-07321,Xiaoying Guo,Xiaoying,Guo,C,C,76,21,C_C,0,
full-07322,Xiaoying Luo,Xiaoying,Luo,C,C,76,22,C_C,0,
full-07323,Xiaoying Gao,Xiaoying,Gao,C,C,76,23,C_C,0,
full-07324,Xiaoying Zheng,Xiaoying,Zheng,C,C,76,24,C_C,0,
full-07325,Xiaoying Liang,Xiaoying,Liang,C,C,76,25,C_C,0,
full-07326,Xiaoying Tang,Xiaoying,Tang,C,C,76,26,C_C,0,
full-07327,Xiaoying Wei,Xiaoying,Wei,C,C,76,27,C_C,0,
full-07328,Xiaoying Shi,Xiaoying,Shi,C,C,76,28,C_C,0,
full-07329,Xiaoying Xie,Xiaoying,Xie,C,C,76,29,C_C,0,
full-07330,Xiaoying Song,Xiaoying,Song,C,C,76,30,C_C,0,
full-07331,Xiaoying Feng,Xiaoying,Feng,C,C,76,31,C_C,0,
full-07332,Xiaoying Yan,Xiaoying,Yan,C,C,76,32,C_C,0,
full-07333,Xiaoying Deng,Xiaoying,Deng,C,C,76,33,C_C,0,
full-07334,Xiaoying Han,Xiaoying,Han,C,C,76,34,C_C,0,
full-07335,Xiaoying Cao,Xiaoying,Cao,C,C,76,35,C_C,0,
full-07336,Xiaoying Tan,Xiaoying,Tan,C,C,76,36,C_C,0,
full-07337,Xiaoying Ceng,Xiaoying,Ceng,C,C,76,37,C_C,0,
full-07338,Xiaoying Peng,Xiaoying,Peng,C,C,76,38,C_C,0,
full-07339,Xiaoying Xiao,Xiaoying,Xiao,C,C,76,39,C_C,0,
full-07340,Xiaoying Yuan,Xiaoying,Yuan,C,C,76,40,C_C,0,
full-07341,Xiaoying Pan,Xiaoying,Pan,C,C,76,41,C_C,0,
full-07342,Xiaoying Cai,Xiaoying,Cai,C,C,76,42,C_C,0,
full-07343,Xiaoying Cheng,Xiaoying,Cheng,C,C,76,43,C_C,0,
full-07344,Xiaoying Fan,Xiaoying,Fan,C,C,76,44,C_C,0,
full-07345,Xiaoying Tian,Xiaoying,Tian,C,C,76,45,C_C,0,
full-07346,Xiaoying Dong,Xiaoying,Dong,C,C,76,46,C_C,0,
full-07347,Xiaoying Fu,Xiaoying,Fu,C,C,76,47,C_C,0,
full-07348,Xiaoying Ye,Xiaoying,Ye,C,C,76,48,C_C,0,
full-07349,Xiaoying Su,Xiaoying,Su,C,C,76,49,C_C,0,
full-07350,Xiaoying Du,Xiaoying,Du,C,C,76,50,C_C,0,
full-07351,Xiaoying Zhong,Xiaoying,Zhong,C,C,76,51,C_C,0,
full-07352,Xiaoying Jin,Xiaoying,Jin,C,C,76,52,C_C,0,
full-07353,Xiaoying Ding,Xiaoying,Ding,C,C,76,53,C_C,0,
full-07354,Xiaoying Yao,Xiaoying,Yao,C,C,76,54,C_C,0,
full-07355,Xiaoying Ren,Xiaoying,Ren,C,C,76,55,C_C,0,
full-07356,Xiaoying Yin,Xiaoying,Yin,C,C,76,56,C_C,0,
full-07357,Xiaoying Cui,Xiaoying,Cui,C,C,76,57,C_C,0,
full-07358,Xiaoying Liao,Xiaoying,Liao,C,C,76,58,C_C,0,
full-07359,Xiaoying Fang,Xiaoying,Fang,C,C,76,59,C_C,0,
full-07360,Xiaoying Meng,Xiaoying,Meng,C,C,76,60,C_C,0,
full-07361,Xiaoying Dai,Xiaoying,Dai,C,C,76,61,C_C,0,
full-07362,Xiaoying Wen,Xiaoying,Wen,C,C,76,62,C_C,0,
full-07363,Xiaoying Gu,Xiaoying,Gu,C,C,76,63,C_C,0,
full-07364,Xiaoying Qiu,Xiaoying,Qiu,C,C,76,64,C_C,0,
full-07365,Xiaoying Jia,Xiaoying,Jia,C,C,76,65,C_C,0,
full-07366,Xiaoying Xia,Xiaoying,Xia,C,C,76,66,C_C,0,
full-07367,Xiaoying Bai,Xiaoying,Bai,C,C,76,67,C_C,0,
full-07368,Xiaoying Hou,Xiaoying,Hou,C,C,76,68,C_C,0,
full-07369,Xiaoying Zou,Xiaoying,Zou,C,C,76,69,C_C,0,
full-07370,Xiaoying Xiong,Xiaoying,Xiong,C,C,76,70,C_C,0,
full-07371,Xiaoying Qin,Xiaoying,Qin,C,C,76,71,C_C,0,
full-07372,Xiaoying Ji,Xiaoying,Ji,C,C,76,72,C_C,0,
full-07373,Xiaoying Gong,Xiaoying,Gong,C,C,76,73,C_C,0,
full-07374,Xiaoying Xue,Xiaoying,Xue,C,C,76,74,C_C,0,
full-07375,Xiaoying Qi,Xiaoying,Qi,C,C,76,75,C_C,0,
full-07376,Xiaoying Lei,Xiaoying,Lei,C,C,76,76,C_C,0,
full-07377,Xiaoying Duan,Xiaoying,Duan,C,C,76,77,C_C,0,
full-07378,Xiaoying Xiang,Xiaoying,Xiang,C,C,76,78,C_C,0,
full-07379,Xiaoying Long,Xiaoying,Long,C,C,76,79,C_C,0,
full-07380,Xiaoying Mao,Xiaoying,Mao,C,C,76,80,C_C,0,
full-07381,Xiaoying Tao,Xiaoying,Tao,C,C,76,81,C_C,0,
full-07382,Xiaoying Shao,Xiaoying,Shao,C,C,76,82,C_C,0,
full-07383,Xiaoying Hao,Xiaoying,Hao,C,C,76,83,C_C,0,
full-07384,Xiaoying Lai,Xiaoying,Lai,C,C,76,84,C_C,0,
full-07385,Xiaoying Guan,Xiaoying,Guan,C,C,76,85,C_C,0,
full-07386,Xiaoying Wan,Xiaoying,Wan,C,C,76,86,C_C,0,
full-07387,Xiaoying Qian,Xiaoying,Qian,C,C,76,87,C_C,0,
full-07388,Xiaoying Hong,Xiaoying,Hong,C,C,76,88,C_C,0,
full-07389,Xiaoying Qu,Xiaoying,Qu,C,C,76,89,C_C,0,
full-07390,Xiaoying Mo,Xiaoying,Mo,C,C,76,90,C_C,0,
full-07391,Xiaoying Kong,Xiaoying,Kong,C,C,76,91,C_C,0,
full-07392,Xiaoying Lan,Xiaoying,Lan,C,C,76,92,C_C,0,
full-07393,Xiaoying Kang,Xiaoying,Kang,C,C,76,93,C_C,0,
full-07394,Xiaoying Chang,Xiaoying,Chang,C,C,76,94,C_C,0,
full-07395,Xiaoying Bao,Xiaoying,Bao,C,C,76,95,C_C,0,
full-07396,Xiaoying Ge,Xiaoying,Ge,C,C,76,96,C_C,0,
full-07397,Xiaoying Yi,Xiaoying,Yi,C,C,76,97,C_C,0,
full-07398,Xiaoying Niu,Xiaoying,Niu,C,C,76,98,C_C,0,
full-07399,Xiaoying Xing,Xiaoying,Xing,C,C,76,99,C_C,0,
full-07400,Xiaoying Zhan,Xiaoying,Zhan,C,C,76,100,C_C,0,
full-07401,Zhiming Wang,Zhiming,Wang,C,C,77,1,C_C,0,
full-07402,Zhiming Li,Zhiming,Li,C,C,77,2,C_C,0,
full-07403,Zhiming Zhang,Zhiming,Zhang,C,C,77,3,C_C,0,
full-07404,Zhiming Liu,Zhiming,Liu,C,C,77,4,C_C,0,
full-07405,Zhiming Chen,Zhiming,Chen,C,C,77,5,C_C,0,
full-07406,Zhiming Yang,Zhiming,Yang,C,C,77,6,C_C,0,
full-07407,Zhiming Huang,Zhiming,Huang,C,C,77,7,C_C,0,
full-07408,Zhiming Wu,Zhiming,Wu,C,C,77,8,C_C,0,
full-07409,Zhiming Xu,Zhiming,Xu,C,C,77,9,C_C,0,
full-07410,Zhiming Zhao,Zhiming,Zhao,C,C,77,10,C_C,0,
full-07411,Zhiming Zhou,Zhiming,Zhou,C,C,77,11,C_C,0,
full-07412,Zhiming Lu,Zhiming,Lu,C,C,77,12,C_C,0,
full-07413,Zhiming Zhu,Zhiming,Zhu,C,C,77,13,C_C,0,
full-07414,Zhiming Sun,Zhiming,Sun,C,C,77,14,C_C,0,
full-07415,Zhiming He,Zhiming,He,C,C,77,15,C_C,0,
full-07416,Zhiming Ma,Zhiming,Ma,C,C,77,16,C_C,0,
full-07417,Zhiming Yu,Zhiming,Yu,C,C,77,17,C_C,0,
full-07418,Zhiming Hu,Zhiming,Hu,C,C,77,18,C_C,0,
full-07419,Zhiming Lin,Zhiming,Lin,C,C,77,19,C_C,0,
full-07420,Zhiming Jiang,Zhiming,Jiang,C,C,77,20,C_C,0,
full-07421,Zhiming Guo,Zhiming,Guo,C,C,77,21,C_C,0,
full-07422,Zhiming Luo,Zhiming,Luo,C,C,77,22,C_C,0,
full-07423,Zhiming Gao,Zhiming,Gao,C,C,77,23,C_C,0,
full-07424,Zhiming Zheng,Zhiming,Zheng,C,C,77,24,C_C,0,
full-07425,Zhiming Liang,Zhiming,Liang,C,C,77,25,C_C,0,
full-07426,Zhiming Tang,Zhiming,Tang,C,C,77,26,C_C,0,
full-07427,Zhiming Wei,Zhiming,Wei,C,C,77,27,C_C,0,
full-07428,Zhiming Shi,Zhiming,Shi,C,C,77,28,C_C,0,
full-07429,Zhiming Xie,Zhiming,Xie,C,C,77,29,C_C,0,
full-07430,Zhiming Song,Zhiming,Song,C,C,77,30,C_C,0,
full-07431,Zhiming Feng,Zhiming,Feng,C,C,77,31,C_C,0,
full-07432,Zhiming Yan,Zhiming,Yan,C,C,77,32,C_C,0,
full-07433,Zhiming Deng,Zhiming,Deng,C,C,77,33,C_C,0,
full-07434,Zhiming Han,Zhiming,Han,C,C,77,34,C_C,0,
full-07435,Zhiming Cao,Zhiming,Cao,C,C,77,35,C_C,0,
full-07436,Zhiming Tan,Zhiming,Tan,C,C,77,36,C_C,0,
full-07437,Zhiming Ceng,Zhiming,Ceng,C,C,77,37,C_C,0,
full-07438,Zhiming Peng,Zhiming,Peng,C,C,77,38,C_C,0,
full-07439,Zhiming Xiao,Zhiming,Xiao,C,C,77,39,C_C,0,
full-07440,Zhiming Yuan,Zhiming,Yuan,C,C,77,40,C_C,0,
full-07441,Zhiming Pan,Zhiming,Pan,C,C,77,41,C_C,0,
full-07442,Zhiming Cai,Zhiming,Cai,C,C,77,42,C_C,0,
full-07443,Zhiming Cheng,Zhiming,Cheng,C,C,77,43,C_C,0,
full-07444,Zhiming Fan,Zhiming,Fan,C,C,77,44,C_C,0,
full-07445,Zhiming Tian,Zhiming,Tian,C,C,77,45,C_C,0,
full-07446,Zhiming Dong,Zhiming,Dong,C,C,77,46,C_C,0,
full-07447,Zhiming Fu,Zhiming,Fu,C,C,77,47,C_C,0,
full-07448,Zhiming Ye,Zhiming,Ye,C,C,77,48,C_C,0,
full-07449,Zhiming Su,Zhiming,Su,C,C,77,49,C_C,0,
full-07450,Zhiming Du,Zhiming,Du,C,C,77,50,C_C,0,
full-07451,Zhiming Zhong,Zhiming,Zhong,C,C,77,51,C_C,0,
full-07452,Zhiming Jin,Zhiming,Jin,C,C,77,52,C_C,0,
full-07453,Zhiming Ding,Zhiming,Ding,C,C,77,53,C_C,0,
full-07454,Zhiming Yao,Zhiming,Yao,C,C,77,54,C_C,0,
full-07455,Zhiming Ren,Zhiming,Ren,C,C,77,55,C_C,0,
full-07456,Zhiming Yin,Zhiming,Yin,C,C,77,56,C_C,0,
full-07457,Zhiming Cui,Zhiming,Cui,C,C,77,57,C_C,0,
full-07458,Zhiming Liao,Zhiming,Liao,C,C,77,58,C_C,0,
full-07459,Zhiming Fang,Zhiming,Fang,C,C,77,59,C_C,0,
full-07460,Zhiming Meng,Zhiming,Meng,C,C,77,60,C_C,0,
full-07461,Zhiming Dai,Zhiming,Dai,C,C,77,61,C_C,0,
full-07462,Zhiming Wen,Zhiming,Wen,C,C,77,62,C_C,0,
full-07463,Zhiming Gu,Zhiming,Gu,C,C,77,63,C_C,0,
full-07464,Zhiming Qiu,Zhiming,Qiu,C,C,77,64,C_C,0,
full-07465,Zhiming Jia,Zhiming,Jia,C,C,77,65,C_C,0,
full-07466,Zhiming Xia,Zhiming,Xia,C,C,77,66,C_C,0,
full-07467,Zhiming Bai,Zhiming,Bai,C,C,77,67,C_C,0,
full-07468,Zhiming Hou,Zhiming,Hou,C,C,77,68,C_C,0,
full-07469,Zhiming Zou,Zhiming,Zou,C,C,77,69,C_C,0,
full-07470,Zhiming Xiong,Zhiming,Xiong,C,C,77,70,C_C,0,
full-07471,Zhiming Qin,Zhiming,Qin,C,C,77,71,C_C,0,
full-07472,Zhiming Ji,Zhiming,Ji,C,C,77,72,C_C,0,
full-07473,Zhiming Gong,Zhiming,Gong,C,C,77,73,C_C,0,
full-07474,Zhiming Xue,Zhiming,Xue,C,C,77,74,C_C,0,
full-07475,Zhiming Qi,Zhiming,Qi,C,C,77,75,C_C,0,
full-07476,Zhiming Lei,Zhiming,Lei,C,C,77,76,C_C,0,
full-07477,Zhiming Duan,Zhiming,Duan,C,C,77,77,C_C,0,
full-07478,Zhiming Xiang,Zhiming,Xiang,C,C,77,78,C_C,0,
full-07479,Zhiming Long,Zhiming,Long,C,C,77,79,C_C,0,
full-07480,Zhiming Mao,Zhiming,Mao,C,C,77,80,C_C,0,
full-07481,Zhiming Tao,Zhiming,Tao,C,C,77,81,C_C,0,
full-07482,Zhiming Shao,Zhiming,Shao,C,C,77,82,C_C,0,
full-07483,Zhiming Hao,Zhiming,Hao,C,C,77,83,C_C,0,
full-07484,Zhiming Lai,Zhiming,Lai,C,C,77,84,C_C,0,
full-07485,Zhiming Guan,Zhiming,Guan,C,C,77,85,C_C,0,
full-07486,Zhiming Wan,Zhiming,Wan,C,C,77,86,C_C,0,
full-07487,Zhiming Qian,Zhiming,Qian,C,C,77,87,C_C,0,
full-07488,Zhiming Hong,Zhiming,Hong,C,C,77,88,C_C,0,
full-07489,Zhiming Qu,Zhiming,Qu,C,C,77,89,C_C,0,
full-07490,Zhiming Mo,Zhiming,Mo,C,C,77,90,C_C,0,
full-07491,Zhiming Kong,Zhiming,Kong,C,C,77,91,C_C,0,
full-07492,Zhiming Lan,Zhiming,Lan,C,C,77,92,C_C,0,
full-07493,Zhiming Kang,Zhiming,Kang,C,C,77,93,C_C,0,
full-07494,Zhiming Chang,Zhiming,Chang,C,C,77,94,C_C,0,
full-07495,Zhiming Bao,Zhiming,Bao,C,C,77,95,C_C,0,
full-07496,Zhiming Ge,Zhiming,Ge,C,C,77,96,C_C,0,
full-07497,Zhiming Yi,Zhiming,Yi,C,C,77,97,C_C,0,
full-07498,Zhiming Niu,Zhiming,Niu,C,C,77,98,C_C,0,
full-07499,Zhiming Xing,Zhiming,Xing,C,C,77,99,C_C,0,
full-07500,Zhiming Zhan,Zhiming,Zhan,C,C,77,100,C_C,0,
full-07501,Jianfeng Wang,Jianfeng,Wang,C,C,78,1,C_C,0,
full-07502,Jianfeng Li,Jianfeng,Li,C,C,78,2,C_C,0,
full-07503,Jianfeng Zhang,Jianfeng,Zhang,C,C,78,3,C_C,0,
full-07504,Jianfeng Liu,Jianfeng,Liu,C,C,78,4,C_C,0,
full-07505,Jianfeng Chen,Jianfeng,Chen,C,C,78,5,C_C,0,
full-07506,Jianfeng Yang,Jianfeng,Yang,C,C,78,6,C_C,0,
full-07507,Jianfeng Huang,Jianfeng,Huang,C,C,78,7,C_C,0,
full-07508,Jianfeng Wu,Jianfeng,Wu,C,C,78,8,C_C,0,
full-07509,Jianfeng Xu,Jianfeng,Xu,C,C,78,9,C_C,0,
full-07510,Jianfeng Zhao,Jianfeng,Zhao,C,C,78,10,C_C,0,
full-07511,Jianfeng Zhou,Jianfeng,Zhou,C,C,78,11,C_C,0,
full-07512,Jianfeng Lu,Jianfeng,Lu,C,C,78,12,C_C,0,
full-07513,Jianfeng Zhu,Jianfeng,Zhu,C,C,78,13,C_C,0,
full-07514,Jianfeng Sun,Jianfeng,Sun,C,C,78,14,C_C,0,
full-07515,Jianfeng He,Jianfeng,He,C,C,78,15,C_C,0,
full-07516,Jianfeng Ma,Jianfeng,Ma,C,C,78,16,C_C,0,
full-07517,Jianfeng Yu,Jianfeng,Yu,C,C,78,17,C_C,0,
full-07518,Jianfeng Hu,Jianfeng,Hu,C,C,78,18,C_C,0,
full-07519,Jianfeng Lin,Jianfeng,Lin,C,C,78,19,C_C,0,
full-07520,Jianfeng Jiang,Jianfeng,Jiang,C,C,78,20,C_C,0,
full-07521,Jianfeng Guo,Jianfeng,Guo,C,C,78,21,C_C,0,
full-07522,Jianfeng Luo,Jianfeng,Luo,C,C,78,22,C_C,0,
full-07523,Jianfeng Gao,Jianfeng,Gao,C,C,78,23,C_C,0,
full-07524,Jianfeng Zheng,Jianfeng,Zheng,C,C,78,24,C_C,0,
full-07525,Jianfeng Liang,Jianfeng,Liang,C,C,78,25,C_C,0,
full-07526,Jianfeng Tang,Jianfeng,Tang,C,C,78,26,C_C,0,
full-07527,Jianfeng Wei,Jianfeng,Wei,C,C,78,27,C_C,0,
full-07528,Jianfeng Shi,Jianfeng,Shi,C,C,78,28,C_C,0,
full-07529,Jianfeng Xie,Jianfeng,Xie,C,C,78,29,C_C,0,
full-07530,Jianfeng Song,Jianfeng,Song,C,C,78,30,C_C,0,
full-07531,Jianfeng Feng,Jianfeng,Feng,C,C,78,31,C_C,0,
full-07532,Jianfeng Yan,Jianfeng,Yan,C,C,78,32,C_C,0,
full-07533,Jianfeng Deng,Jianfeng,Deng,C,C,78,33,C_C,0,
full-07534,Jianfeng Han,Jianfeng,Han,C,C,78,34,C_C,0,
full-07535,Jianfeng Cao,Jianfeng,Cao,C,C,78,35,C_C,0,
full-07536,Jianfeng Tan,Jianfeng,Tan,C,C,78,36,C_C,0,
full-07537,Jianfeng Ceng,Jianfeng,Ceng,C,C,78,37,C_C,0,
full-07538,Jianfeng Peng,Jianfeng,Peng,C,C,78,38,C_C,0,
full-07539,Jianfeng Xiao,Jianfeng,Xiao,C,C,78,39,C_C,0,
full-07540,Jianfeng Yuan,Jianfeng,Yuan,C,C,78,40,C_C,0,
full-07541,Jianfeng Pan,Jianfeng,Pan,C,C,78,41,C_C,0,
full-07542,Jianfeng Cai,Jianfeng,Cai,C,C,78,42,C_C,0,
full-07543,Jianfeng Cheng,Jianfeng,Cheng,C,C,78,43,C_C,0,
full-07544,Jianfeng Fan,Jianfeng,Fan,C,C,78,44,C_C,0,
full-07545,Jianfeng Tian,Jianfeng,Tian,C,C,78,45,C_C,0,
full-07546,Jianfeng Dong,Jianfeng,Dong,C,C,78,46,C_C,0,
full-07547,Jianfeng Fu,Jianfeng,Fu,C,C,78,47,C_C,0,
full-07548,Jianfeng Ye,Jianfeng,Ye,C,C,78,48,C_C,0,
full-07549,Jianfeng Su,Jianfeng,Su,C,C,78,49,C_C,0,
full-07550,Jianfeng Du,Jianfeng,Du,C,C,78,50,C_C,0,
full-07551,Jianfeng Zhong,Jianfeng,Zhong,C,C,78,51,C_C,0,
full-07552,Jianfeng Jin,Jianfeng,Jin,C,C,78,52,C_C,0,
full-07553,Jianfeng Ding,Jianfeng,Ding,C,C,78,53,C_C,0,
full-07554,Jianfeng Yao,Jianfeng,Yao,C,C,78,54,C_C,0,
full-07555,Jianfeng Ren,Jianfeng,Ren,C,C,78,55,C_C,0,
full-07556,Jianfeng Yin,Jianfeng,Yin,C,C,78,56,C_C,0,
full-07557,Jianfeng Cui,Jianfeng,Cui,C,C,78,57,C_C,0,
full-07558,Jianfeng Liao,Jianfeng,Liao,C,C,78,58,C_C,0,
full-07559,Jianfeng Fang,Jianfeng,Fang,C,C,78,59,C_C,0,
full-07560,Jianfeng Meng,Jianfeng,Meng,C,C,78,60,C_C,0,
full-07561,Jianfeng Dai,Jianfeng,Dai,C,C,78,61,C_C,0,
full-07562,Jianfeng Wen,Jianfeng,Wen,C,C,78,62,C_C,0,
full-07563,Jianfeng Gu,Jianfeng,Gu,C,C,78,63,C_C,0,
full-07564,Jianfeng Qiu,Jianfeng,Qiu,C,C,78,64,C_C,0,
full-07565,Jianfeng Jia,Jianfeng,Jia,C,C,78,65,C_C,0,
full-07566,Jianfeng Xia,Jianfeng,Xia,C,C,78,66,C_C,0,
full-07567,Jianfeng Bai,Jianfeng,Bai,C,C,78,67,C_C,0,
full-07568,Jianfeng Hou,Jianfeng,Hou,C,C,78,68,C_C,0,
full-07569,Jianfeng Zou,Jianfeng,Zou,C,C,78,69,C_C,0,
full-07570,Jianfeng Xiong,Jianfeng,Xiong,C,C,78,70,C_C,0,
full-07571,Jianfeng Qin,Jianfeng,Qin,C,C,78,71,C_C,0,
full-07572,Jianfeng Ji,Jianfeng,Ji,C,C,78,72,C_C,0,
full-07573,Jianfeng Gong,Jianfeng,Gong,C,C,78,73,C_C,0,
full-07574,Jianfeng Xue,Jianfeng,Xue,C,C,78,74,C_C,0,
full-07575,Jianfeng Qi,Jianfeng,Qi,C,C,78,75,C_C,0,
full-07576,Jianfeng Lei,Jianfeng,Lei,C,C,78,76,C_C,0,
full-07577,Jianfeng Duan,Jianfeng,Duan,C,C,78,77,C_C,0,
full-07578,Jianfeng Xiang,Jianfeng,Xiang,C,C,78,78,C_C,0,
full-07579,Jianfeng Long,Jianfeng,Long,C,C,78,79,C_C,0,
full-07580,Jianfeng Mao,Jianfeng,Mao,C,C,78,80,C_C,0,
full-07581,Jianfeng Tao,Jianfeng,Tao,C,C,78,81,C_C,0,
full-07582,Jianfeng Shao,Jianfeng,Shao,C,C,78,82,C_C,0,
full-07583,Jianfeng Hao,Jianfeng,Hao,C,C,78,83,C_C,0,
full-07584,Jianfeng Lai,Jianfeng,Lai,C,C,78,84,C_C,0,
full-07585,Jianfeng Guan,Jianfeng,Guan,C,C,78,85,C_C,0,
full-07586,Jianfeng Wan,Jianfeng,Wan,C,C,78,86,C_C,0,
full-07587,Jianfeng Qian,Jianfeng,Qian,C,C,78,87,C_C,0,
full-07588,Jianfeng Hong,Jianfeng,Hong,C,C,78,88,C_C,0,
full-07589,Jianfeng Qu,Jianfeng,Qu,C,C,78,89,C_C,0,
full-07590,Jianfeng Mo,Jianfeng,Mo,C,C,78,90,C_C,0,
full-07591,Jianfeng Kong,Jianfeng,Kong,C,C,78,91,C_C,0,
full-07592,Jianfeng Lan,Jianfeng,Lan,C,C,78,92,C_C,0,
full-07593,Jianfeng Kang,Jianfeng,Kang,C,C,78,93,C_C,0,
full-07594,Jianfeng Chang,Jianfeng,Chang,C,C,78,94,C_C,0,
full-07595,Jianfeng Bao,Jianfeng,Bao,C,C,78,95,C_C,0,
full-07596,Jianfeng Ge,Jianfeng,Ge,C,C,78,96,C_C,0,
full-07597,Jianfeng Yi,Jianfeng,Yi,C,C,78,97,C_C,0,
full-07598,Jianfeng Niu,Jianfeng,Niu,C,C,78,98,C_C,0,
full-07599,Jianfeng Xing,Jianfeng,Xing,C,C,78,99,C_C,0,
full-07600,Jianfeng Zhan,Jianfeng,Zhan,C,C,78,100,C_C,0,
full-07601,Xiaomei Wang,Xiaomei,Wang,C,C,79,1,C_C,0,
full-07602,Xiaomei Li,Xiaomei,Li,C,C,79,2,C_C,0,
full-07603,Xiaomei Zhang,Xiaomei,Zhang,C,C,79,3,C_C,0,
full-07604,Xiaomei Liu,Xiaomei,Liu,C,C,79,4,C_C,0,
full-07605,Xiaomei Chen,Xiaomei,Chen,C,C,79,5,C_C,0,
full-07606,Xiaomei Yang,Xiaomei,Yang,C,C,79,6,C_C,0,
full-07607,Xiaomei Huang,Xiaomei,Huang,C,C,79,7,C_C,0,
full-07608,Xiaomei Wu,Xiaomei,Wu,C,C,79,8,C_C,0,
full-07609,Xiaomei Xu,Xiaomei,Xu,C,C,79,9,C_C,0,
full-07610,Xiaomei Zhao,Xiaomei,Zhao,C,C,79,10,C_C,0,
full-07611,Xiaomei Zhou,Xiaomei,Zhou,C,C,79,11,C_C,0,
full-07612,Xiaomei Lu,Xiaomei,Lu,C,C,79,12,C_C,0,
full-07613,Xiaomei Zhu,Xiaomei,Zhu,C,C,79,13,C_C,0,
full-07614,Xiaomei Sun,Xiaomei,Sun,C,C,79,14,C_C,0,
full-07615,Xiaomei He,Xiaomei,He,C,C,79,15,C_C,0,
full-07616,Xiaomei Ma,Xiaomei,Ma,C,C,79,16,C_C,0,
full-07617,Xiaomei Yu,Xiaomei,Yu,C,C,79,17,C_C,0,
