id,name,role,target_origin,true_origin,source_rank,label
atom-0654,Yamazaki,surname,J,J,27,1
atom-0655,Ishikawa,surname,C,J,28,0
atom-0656,Ishikawa,surname,J,J,28,1
atom-0657,Yamashita,surname,C,J,29,0
atom-0658,Yamashita,surname,J,J,29,1
atom-0659,Ogawa,surname,C,J,30,0
atom-0660,Ogawa,surname,J,J,30,1
atom-0661,Ishii,surname,C,J,31,0
atom-0662,Ishii,surname,J,J,31,1
atom-0663,Sakamoto,surname,C,J,32,0
atom-0664,Sakamoto,surname,J,J,32,1
atom-0665,Goto,surname,C,J,33,0
atom-0666,Goto,surname,J,J,33,1
atom-0667,Maeda,surname,C,J,34,0
atom-0668,Maeda,surname,J,J,34,1
atom-0669,Okada,surname,C,J,35,0
atom-0670,Okada,surname,J,J,35,1
atom-0671,Hasegawa,surname,C,J,36,0
atom-0672,Hasegawa,surname,J,J,36,1
atom-0673,Fujita,surname,C,J,37,0
atom-0674,Fujita,surname,J,J,37,1
atom-0675,Kondo,surname,C,J,38,0
atom-0676,Kondo,surname,J,J,38,1
atom-0677,Sakai,surname,C,J,39,0
atom-0678,Sakai,surname,J,J,39,1
atom-0679,Murakami,surname,C,J,40,0
atom-0680,Murakami,surname,J,J,40,1
atom-0681,Ota,surname,C,J,41,0
atom-0682,Ota,surname,J,J,41,1
atom-0683,Kikuchi,surname,C,J,42,0
atom-0684,Kikuchi,surname,J,J,42,1
atom-0685,Ueda,surname,C,J,43,0
atom-0686,Ueda,surname,J,J,43,1
atom-0687,Arai,surname,C,J,44,0
atom-0688,Arai,surname,J,J,44,1
atom-0689,Endo,surname,C,J,45,0
atom-0690,Endo,surname,J,J,45,1
atom-0691,Aoki,surname,C,J,46,0
atom-0692,Aoki,surname,J,J,46,1
atom-0693,Takeuchi,surname,C,J,47,0
atom-0694,Takeuchi,surname,J,J,47,1
atom-0695,Nakano,surname,C,J,48,0
atom-0696,Nakano,surname,J,J,48,1
atom-0697,Fujii,surname,C,J,49,0
atom-0698,Fujii,surname,J,J,49,1
atom-0699,Fukuda,surname,C,J,50,0
atom-0700,Fukuda,surname,J,J,50,1
atom-0701,Kaneko,surname,C,J,51,0
atom-0702,Kaneko,surname,J,J,51,1
atom-0703,Nishimura,surname,C,J,52,0
atom-0704,Nishimura,surname,J,J,52,1
atom-0705,Okamoto,surname,C,J,53,0
atom-0706,Okamoto,surname,J,J,53,1
atom-0707,Nakagawa,surname,C,J,54,0
atom-0708,Nakagawa,surname,J,J,54,1
atom-0709,Fujiwara,surname,C,J,55,0
atom-0710,Fujiwara,surname,J,J,55,1
atom-0711,Miura,surname,C,J,56,0
atom-0712,Miura,surname,J,J,56,1
atom-0713,Harada,surname,C,J,57,0
atom-0714,Harada,surname,J,J,57,1
atom-0715,Matsuda,surname,C,J,58,0
atom-0716,Matsuda,surname,J,J,58,1
atom-0717,Kojima,surname,C,J,59,0
atom-0718,Kojima,surname,J,J,59,1
atom-0719,Morita,surname,C,J,60,0
atom-0720,Morita,surname,J,J,60,1
atom-0721,Tamura,surname,C,J,61,0
atom-0722,Tamura,surname,J,J,61,1
atom-0723,Nakayama,surname,C,J,62,0
atom-0724,Nakayama,surname,J,J,62,1
atom-0725,Ishida,surname,C,J,63,0
atom-0726,Ishida,surname,J,J,63,1
atom-0727,Wada,surname,C,J,64,0
atom-0728,Wada,surname,J,J,64,1
atom-0729,Shibata,surname,C,J,65,0
atom-0730,Shibata,surname,J,J,65,1
atom-0731,Masuda,surname,C,J,66,0
atom-0732,Masuda,surname,J,J,66,1
atom-0733,Hara,surname,C,J,67,0
atom-0734,Hara,surname,J,J,67,1
atom-0735,Ando,surname,C,J,68,0
atom-0736,Ando,surname,J,J,68,1
atom-0737,Uchida,surname,C,J,69,0
atom-0738,Uchida,surname,J,J,69,1
atom-0739,Shimada,surname,C,J,70,0
atom-0740,Shimada,surname,J,J,70,1
atom-0741,Yokoyama,surname,C,J,71,0
atom-0742,Yokoyama,surname,J,J,71,1
atom-0743,Miyamoto,surname,C,J,72,0
atom-0744,Miyamoto,surname,J,J,72,1
atom-0745,Honda,surname,C,J,73,0
atom-0746,Honda,surname,J,J,73,1
atom-0747,Koyama,surname,C,J,74,0
atom-0748,Koyama,surname,J,J,74,1
atom-0749,Takagi,surname,C,J,75,0
atom-0750,Takagi,surname,J,J,75,1
atom-0751,Miyazaki,surname,C,J,76,0
atom-0752,Miyazaki,surname,J,J,76,1
atom-0753,Taniguchi,surname,C,J,77,0
atom-0754,Taniguchi,surname,J,J,77,1
atom-0755,Ueno,surname,C,J,78,0
atom-0756,Ueno,surname,J,J,78,1
atom-0757,Imai,surname,C,J,79,0
atom-0758,Imai,surname,J,J,79,1
atom-0759,Maruyama,surname,C,J,80,0
atom-0760,Maruyama,surname,J,J,80,1
atom-0761,Kudo,surname,C,J,81,0
atom-0762,Kudo,surname,J,J,81,1
atom-0763,Sugiyama,surname,C,J,82,0
atom-0764,Sugiyama,surname,J,J,82,1
atom-0765,Fujimoto,surname,C,J,83,0
atom-0766,Fujimoto,surname,J,J,83,1
atom-0767,Kawamura,surname,C,J,84,0
atom-0768,Kawamura,surname,J,J,84,1
atom-0769,Kono,surname,C,J,85,0
atom-0770,Kono,surname,J,J,85,1
atom-0771,Murata,surname,C,J,86,0
atom-0772,Murata,surname,J,J,86,1
atom-0773,Kubota,surname,C,J,87,0
atom-0774,Kubota,surname,J,J,87,1
atom-0775,Hirano,surname,C,J,88,0
atom-0776,Hirano,surname,J,J,88,1
atom-0777,Otsuka,surname,C,J,89,0
atom-0778,Otsuka,surname,J,J,89,1
atom-0779,Noguchi,surname,C,J,90,0
atom-0780,Noguchi,surname,J,J,90,1
atom-0781,Takeda,surname,C,J,91,0
atom-0782,Takeda,surname,J,J,91,1
atom-0783,Matsui,surname,C,J,92,0
atom-0784,Matsui,surname,J,J,92,1
atom-0785,Sakurai,surname,C,J,93,0
atom-0786,Sakurai,surname,J,J,93,1
atom-0787,Chiba,surname,C,J,94,0
atom-0788,Chiba,surname,J,J,94,1
atom-0789,Ida,surname,C,J,95,0
atom-0790,Ida,surname,J,J,95,1
atom-0791,Kubo,surname,C,J,96,0
atom-0792,Kubo,surname,J,J,96,1
atom-0793,Sugawara,surname,C,J,97,0
atom-0794,Sugawara,surname,J,J,97,1
atom-0795,Kinoshita,surname,C,J,98,0
atom-0796,Kinoshita,surname,J,J,98,1
atom-0797,Takada,surname,C,J,99,0
atom-0798,Takada,surname,J,J,99,1
atom-0799,Nomura,surname,C,J,100,0
atom-0800,Nomura,surname,J,J,100,1
